,Filename,Flowrate,SaPerm,MgPerm,MajorAnisotropy,MinAnisotropy,MagnesitePercentageInitial,SandPercentageInitial,MagnesitePercentageInitial.1,SandPercentageInitial.1,Porosity,OveralRate(mol/L/s),OveralRate(mol/s),AveragePorosity,pH,poriosity_change,kratio
2287,5050same/100&1@1,5,1.00E-13,1.00E-13,100,1,0.5,0.5,0.524475,0.475525,0.35,-4.13E-08,-5.78E-09,35.0020043,4,0.0020043,1.00E+00
2486,73mg/1&1@1,5,1.00E-13,1.00E-12,1,1,0.3,0.7,0.296625,0.703375,0.35,-4.19E-08,-5.87E-09,35.0022137,4,0.0022137,1.00E+01
221,6040/100&50@10,5,1.00E-12,1.00E-13,100,50,0.4,0.6,0.404375,0.595625,0.35,-2.21E-08,-3.09E-09,35.0010782,8,0.0010782,1.00E-01
225,6040/100&50@5,5,1.00E-12,1.00E-13,100,50,0.4,0.6,0.531275,0.468725,0.35,-3.17E-08,-4.44E-09,35.0015238,8,0.0015238,1.00E-01
3342,90%10% mg/100&50@2,5,1.00E-13,1.00E-12,100,50,0.1,0.9,0.1148,0.8852,0.35,-2.47E-08,-3.45E-09,35.0012862,6,0.0012862,1.00E+01
2764,91/20&20@4,5,1.00E-12,1.00E-13,20,20,0.1,0.9,0.104475,0.895525,0.35,-3.03E-08,-4.24E-09,35.0013835,4,0.0013835,1.00E-01
3408,91/100&1@3,5,1.00E-12,1.00E-13,100,1,0.1,0.9,0.10195,0.89805,0.35,-2.25E-08,-3.15E-09,35.0011669,6,0.0011669,1.00E-01
2393,55/50&10@2,5,1.00E-12,1.00E-13,50,10,0.5,0.5,0.49415,0.50585,0.35,-4.05E-08,-5.67E-09,35.0021625,4,0.0021625,1.00E-01
1760,70%30%/10&1@3,5,1.00E-13,1.00E-13,10,1,0.3,0.7,0.306525,0.693475,0.35,-3.51E-08,-4.91E-09,35.0015694,8,0.0015694,1.00E+00
1360,9010/100&1@4,5,1.00E-13,1.00E-12,100,1,0.1,0.9,0.0945,0.9055,0.35,-3.17E-08,-4.44E-09,35.0015378,8,0.0015378,1.00E+01
2324,5050same/50&1@3,5,1.00E-13,1.00E-13,50,1,0.5,0.5,0.4844,0.5156,0.35,-4.22E-08,-5.91E-09,35.0020067,4,0.0020067,1.00E+00
2950,5050same/100&100@5,5,1.00E-13,1.00E-13,100,100,0.5,0.5,0.4116,0.5884,0.35,-3.18E-08,-4.46E-09,35.0017309,6,0.0017309,1.00E+00
2626,73same/50&20@1,5,1.00E-13,1.00E-13,50,20,0.3,0.7,0.32555,0.67445,0.35,-4.15E-08,-5.81E-09,35.0021439,4,0.0021439,1.00E+00
1492,50%50%/100&1@5,5,1.00E-13,1.00E-13,100,1,0.5,0.5,0.4544,0.5456,0.35,-3.16E-08,-4.42E-09,35.0015591,8,0.0015591,1.00E+00
3430,91/20&1@5,5,1.00E-12,1.00E-13,20,1,0.1,0.9,0.0963,0.9037,0.35,-2.94E-08,-4.12E-09,35.001511,6,0.001511,1.00E-01
3291,73same/50&1@1,5,1.00E-13,1.00E-13,50,1,0.3,0.7,0.29515,0.70485,0.35,-3.37E-08,-4.71E-09,35.0017207,6,0.0017207,1.00E+00
2009,80%20%/50&1@2,5,1.00E-13,1.00E-13,50,1,0.2,0.8,0.202325,0.797675,0.35,-3.24E-08,-4.54E-09,35.001531,8,0.001531,1.00E+00
205,6040/100&1@5,5,1.00E-12,1.00E-13,100,1,0.4,0.6,0.35415,0.64585,0.35,-3.09E-08,-4.33E-09,35.0014934,8,0.0014934,1.00E-01
1027,6040/50&20@2,5,1.00E-13,1.00E-12,50,20,0.4,0.6,0.3819,0.6181,0.35,-3.17E-08,-4.44E-09,35.0015678,8,0.0015678,1.00E+01
3188,73mg/100&20@3,5,1.00E-13,1.00E-12,100,20,0.3,0.7,0.264725,0.735275,0.35,-3.18E-08,-4.45E-09,35.0017087,6,0.0017087,1.00E+01
2889,5050mg/100&20@4,5,1.00E-13,1.00E-12,100,20,0.5,0.5,0.49195,0.50805,0.35,-3.18E-08,-4.46E-09,35.0017328,6,0.0017328,1.00E+01
1046,7030/1&1@10,5,1.00E-13,1.00E-12,1,1,0.3,0.7,0.30145,0.69855,0.35,-3.16E-08,-4.42E-09,35.001578,8,0.001578,1.00E+01
693,9010/20&1@3,5,1.00E-12,1.00E-13,20,1,0.1,0.9,0.102075,0.897925,0.35,-2.91E-08,-4.07E-09,35.0013492,8,0.0013492,1.00E-01
2768,91/50&10@3,5,1.00E-12,1.00E-13,50,10,0.1,0.9,0.10955,0.89045,0.35,-2.37E-08,-3.32E-09,35.0010929,4,0.0010929,1.00E-01
2728,91/100&100@3,5,1.00E-12,1.00E-13,100,100,0.1,0.9,0.05185,0.94815,0.35,-1.18E-08,-1.65E-09,35.0005263,4,0.0005263,1.00E-01
1186,7030/50&50@10,5,1.00E-13,1.00E-12,50,50,0.3,0.7,0.231,0.769,0.35,-3.02E-08,-4.23E-09,35.0014567,8,0.0014567,1.00E+01
1369,9010/100&20@3,5,1.00E-13,1.00E-12,100,20,0.1,0.9,0.101025,0.898975,0.35,-3.06E-08,-4.28E-09,35.0014401,8,0.0014401,1.00E+01
1907,80%20%/10&1@1,5,1.00E-13,1.00E-13,10,1,0.2,0.8,0.194875,0.805125,0.35,-3.32E-08,-4.65E-09,35.0015609,8,0.0015609,1.00E+00
16,50%50%/10&10@6,5,1.00E-12,1.00E-13,10,10,0.5,0.5,0.5048,0.4952,0.35,-3.19E-08,-4.47E-09,35.0015732,8,0.0015732,1.00E-01
2205,5050mg/100&100@4,5,1.00E-13,1.00E-12,100,100,0.5,0.5,0.6556,0.3444,0.35,-4.10E-08,-5.74E-09,35.0021869,4,0.0021869,1.00E+01
3486,91same/100&20@1,5,1.00E-13,1.00E-13,100,20,0.1,0.9,0.061125,0.938875,0.35,-1.49E-08,-2.09E-09,35.0007287,6,0.0007287,1.00E+00
1676,60%40%/20&10@9,5,1.00E-13,1.00E-13,20,10,0.4,0.6,0.40115,0.59885,0.35,-3.44E-08,-4.82E-09,35.001564,8,0.001564,1.00E+00
1184,7030/50&20@9,5,1.00E-13,1.00E-12,50,20,0.3,0.7,0.2816,0.7184,0.35,-3.16E-08,-4.42E-09,35.0015277,8,0.0015277,1.00E+01
2353,55/100&100@2,5,1.00E-12,1.00E-13,100,100,0.5,0.5,0.566425,0.433575,0.35,-4.11E-08,-5.75E-09,35.0022058,4,0.0022058,1.00E-01
656,9010/100&1@6,5,1.00E-12,1.00E-13,100,1,0.1,0.9,0.072675,0.927325,0.35,-1.85E-08,-2.59E-09,35.0008561,8,0.0008561,1.00E-01
1571,50%50%/50&20@4,5,1.00E-13,1.00E-13,50,20,0.5,0.5,0.50685,0.49315,0.35,-3.26E-08,-4.56E-09,35.0015583,8,0.0015583,1.00E+00
1737,70%30%/1&1@1,5,1.00E-13,1.00E-13,1,1,0.3,0.7,0.296625,0.703375,0.35,-4.06E-08,-5.68E-09,35.0015765,8,0.0015765,1.00E+00
1419,9010/50&20@2,5,1.00E-13,1.00E-12,50,20,0.1,0.9,0.107825,0.892175,0.35,-2.87E-08,-4.02E-09,35.0013419,8,0.0013419,1.00E+01
399,7030/20&1@9,5,1.00E-12,1.00E-13,20,1,0.3,0.7,0.298675,0.701325,0.35,-3.20E-08,-4.48E-09,35.0015539,8,0.0015539,1.00E-01
618,9010/10&10@8,5,1.00E-12,1.00E-13,10,10,0.1,0.9,0.098275,0.901725,0.35,-2.92E-08,-4.09E-09,35.0013898,8,0.0013898,1.00E-01
508,8020/100&1@8,5,1.00E-12,1.00E-13,100,1,0.2,0.8,0.16675,0.83325,0.35,-2.80E-08,-3.92E-09,35.0013136,8,0.0013136,1.00E-01
2903,5050mg/20&1@3,5,1.00E-13,1.00E-12,20,1,0.5,0.5,0.5133,0.4867,0.35,-3.19E-08,-4.47E-09,35.0017472,6,0.0017472,1.00E+01
3211,73mg/50&10@1,5,1.00E-13,1.00E-12,50,10,0.3,0.7,0.357725,0.642275,0.35,-3.20E-08,-4.48E-09,35.0017279,6,0.0017279,1.00E+01
867,5050/50&1@2,5,1.00E-13,1.00E-12,50,1,0.5,0.5,0.500975,0.499025,0.35,-3.17E-08,-4.44E-09,35.0015772,8,0.0015772,1.00E+01
886,5050/50&50@10,5,1.00E-13,1.00E-12,50,50,0.5,0.5,0.49775,0.50225,0.35,-3.16E-08,-4.42E-09,35.0015727,8,0.0015727,1.00E+01
2110,90%10%/100&50@3,5,1.00E-13,1.00E-13,100,50,0.1,0.9,0.0794,0.9206,0.35,-2.18E-08,-3.05E-09,35.0009323,8,0.0009323,1.00E+00
599,8020/50&50@9,5,1.00E-12,1.00E-13,20,20,0.2,0.8,0.20005,0.79995,0.35,-2.18E-08,-3.05E-09,35.0010151,8,0.0010151,1.00E-01
2531,73mg/20&1@1,5,1.00E-13,1.00E-12,20,1,0.3,0.7,0.29565,0.70435,0.35,-4.12E-08,-5.77E-09,35.0022091,4,0.0022091,1.00E+01
457,8020/1&1@7,5,1.00E-12,1.00E-13,1,1,0.2,0.8,0.199,0.801,0.35,-3.30E-08,-4.62E-09,35.0015702,8,0.0015702,1.00E-01
3022,55/100&100@2,5,1.00E-12,1.00E-13,100,100,0.5,0.5,0.566425,0.433575,0.35,-3.23E-08,-4.52E-09,35.0017277,6,0.0017277,1.00E-01
1117,7030/100&50@2,5,1.00E-13,1.00E-12,100,50,0.3,0.7,0.1728,0.8272,0.35,-3.13E-08,-4.38E-09,35.0014899,8,0.0014899,1.00E+01
870,5050/50&1@5,5,1.00E-13,1.00E-12,50,1,0.5,0.5,0.484025,0.515975,0.35,-3.18E-08,-4.45E-09,35.0015769,8,0.0015769,1.00E+01
790,5050/100&10@2,5,1.00E-13,1.00E-12,100,10,0.5,0.5,0.4369,0.5631,0.35,-3.16E-08,-4.42E-09,35.0015694,8,0.0015694,1.00E+01
2260,5050mg/50&50@4,5,1.00E-13,1.00E-12,50,50,0.5,0.5,0.471125,0.528875,0.35,-4.12E-08,-5.77E-09,35.0021851,4,0.0021851,1.00E+01
954,6040/100&1@9,5,1.00E-13,1.00E-12,100,1,0.4,0.6,0.38755,0.61245,0.35,-3.19E-08,-4.47E-09,35.0015719,8,0.0015719,1.00E+01
650,9010/100&1@1,5,1.00E-12,1.00E-13,100,1,0.1,0.9,0.098275,0.901725,0.35,-2.11E-08,-2.95E-09,35.0009812,8,0.0009812,1.00E-01
733,9010/50&20@3,5,1.00E-12,1.00E-13,50,20,0.1,0.9,0.112725,0.887275,0.35,-2.05E-08,-2.87E-09,35.0009496,8,0.0009496,1.00E-01
3300,73same/50&20@5,5,1.00E-13,1.00E-13,50,20,0.3,0.7,0.234875,0.765125,0.35,-3.20E-08,-4.48E-09,35.0016062,6,0.0016062,1.00E+00
379,7030/100&50@9,5,1.00E-12,1.00E-13,100,50,0.3,0.7,0.372975,0.627025,0.35,-3.11E-08,-4.35E-09,35.0014724,8,0.0014724,1.00E-01
2815,91same/100&1@5,5,1.00E-13,1.00E-13,100,1,0.1,0.9,0.0789,0.9211,0.35,-3.37E-08,-4.72E-09,35.0015089,4,0.0015089,1.00E+00
956,6040/100&20@10,5,1.00E-13,1.00E-12,100,20,0.4,0.6,0.429525,0.570475,0.35,-3.16E-08,-4.42E-09,35.0015455,8,0.0015455,1.00E+01
171,6040/10&1@10,5,1.00E-12,1.00E-13,10,1,0.4,0.6,0.3993,0.6007,0.35,-3.20E-08,-4.48E-09,35.0015706,8,0.0015706,1.00E-01
1944,80%20%/100&1@7,5,1.00E-13,1.00E-13,100,1,0.2,0.8,0.18315,0.81685,0.35,-3.04E-08,-4.26E-09,35.0014465,8,0.0014465,1.00E+00
2279,5050same/100&100@3,5,1.00E-13,1.00E-13,100,100,0.5,0.5,0.56495,0.43505,0.35,-4.23E-08,-5.92E-09,35.0019777,4,0.0019777,1.00E+00
659,9010/100&1@9,5,1.00E-12,1.00E-13,100,1,0.1,0.9,0.08065,0.91935,0.35,-1.82E-08,-2.55E-09,35.0008422,8,0.0008422,1.00E-01
2430,73/100&100@4,5,1.00E-12,1.00E-13,100,100,0.3,0.7,0.355775,0.644225,0.35,-4.16E-08,-5.82E-09,35.0021439,4,0.0021439,1.00E-01
2120,90%10%/20&10@3,5,1.00E-13,1.00E-13,20,10,0.1,0.9,0.11515,0.88485,0.35,-3.40E-08,-4.76E-09,35.0014758,8,0.0014758,1.00E+00
1094,7030/100&10@9,5,1.00E-13,1.00E-12,100,10,0.3,0.7,0.243425,0.756575,0.35,-3.17E-08,-4.44E-09,35.001529,8,0.001529,1.00E+01
2868,5050mg/10&1@3,5,1.00E-13,1.00E-12,10,1,0.5,0.5,0.5051,0.4949,0.35,-3.19E-08,-4.46E-09,35.0017477,6,0.0017477,1.00E+01
2219,5050mg/100&20@3,5,1.00E-13,1.00E-12,100,20,0.5,0.5,0.5252,0.4748,0.35,-4.11E-08,-5.75E-09,35.0021873,4,0.0021873,1.00E+01
642,9010/100&10@2,5,1.00E-12,1.00E-13,100,10,0.1,0.9,0.1227,0.8773,0.35,-1.20E-08,-1.68E-09,35.0005629,8,0.0005629,1.00E-01
168,6040/10&10@8,5,1.00E-12,1.00E-13,10,10,0.4,0.6,0.349425,0.650575,0.35,-3.16E-08,-4.42E-09,35.0015621,8,0.0015621,1.00E-01
1517,50%50%/20&10@1,5,1.00E-13,1.00E-13,20,10,0.5,0.5,0.512525,0.487475,0.35,-3.27E-08,-4.58E-09,35.0015698,8,0.0015698,1.00E+00
1800,70%30%/100&20@3,5,1.00E-13,1.00E-13,100,20,0.3,0.7,0.264725,0.735275,0.35,-3.02E-08,-4.23E-09,35.0014061,8,0.0014061,1.00E+00
2514,73mg/100&1@4,5,1.00E-13,1.00E-12,100,1,0.3,0.7,0.3211,0.6789,0.35,-4.14E-08,-5.80E-09,35.0022061,4,0.0022061,1.00E+01
1917,80%20%/100&100@1,5,1.00E-13,1.00E-13,100,100,0.2,0.8,0.27115,0.72885,0.35,-3.31E-08,-4.63E-09,35.0014594,8,0.0014594,1.00E+00
272,6040/50&1@2,5,1.00E-12,1.00E-13,50,1,0.4,0.6,0.4018,0.5982,0.35,-3.22E-08,-4.51E-09,35.0015588,8,0.0015588,1.00E-01
1215,8020/10&1@1,5,1.00E-13,1.00E-12,10,1,0.2,0.8,0.194875,0.805125,0.35,-3.22E-08,-4.51E-09,35.0015722,8,0.0015722,1.00E+01
2468,73/50&10@2,5,1.00E-12,1.00E-13,50,10,0.3,0.7,0.3248,0.6752,0.35,-3.94E-08,-5.52E-09,35.0020682,4,0.0020682,1.00E-01
1118,7030/100&50@3,5,1.00E-13,1.00E-12,100,50,0.3,0.7,0.231575,0.768425,0.35,-3.11E-08,-4.35E-09,35.0015112,8,0.0015112,1.00E+01
3368,90%10% mg/50&1@3,5,1.00E-13,1.00E-12,50,1,0.1,0.9,0.09705,0.90295,0.35,-3.27E-08,-4.58E-09,35.0017068,6,0.0017068,1.00E+01
3129,73/20&1@4,5,1.00E-12,1.00E-13,20,1,0.3,0.7,0.3154,0.6846,0.35,-3.24E-08,-4.53E-09,35.0017253,6,0.0017253,1.00E-01
1066,7030/10&1@10,5,1.00E-13,1.00E-12,10,1,0.3,0.7,0.298125,0.701875,0.35,-3.22E-08,-4.51E-09,35.0015758,8,0.0015758,1.00E+01
2104,90%10%/100&20@7,5,1.00E-13,1.00E-13,100,20,0.1,0.9,0.049975,0.950025,0.35,-1.19E-08,-1.67E-09,35.0005259,8,0.0005259,1.00E+00
2616,73same/50&10@1,5,1.00E-13,1.00E-13,50,10,0.3,0.7,0.357725,0.642275,0.35,-4.26E-08,-5.96E-09,35.0021669,4,0.0021669,1.00E+00
2696,90%10% mg/50&1@1,5,1.00E-13,1.00E-12,50,1,0.1,0.9,0.09835,0.90165,0.35,-4.17E-08,-5.84E-09,35.0019549,4,0.0019549,1.00E+01
1912,80%20%/10&1@5,5,1.00E-13,1.00E-13,10,1,0.2,0.8,0.1915,0.8085,0.35,-3.34E-08,-4.68E-09,35.0015607,8,0.0015607,1.00E+00
38,50%50%/100&100@8,5,1.00E-12,1.00E-13,100,100,0.5,0.5,0.208525,0.791475,0.35,-1.42E-08,-1.99E-09,35.0006693,8,0.0006693,1.00E-01
306,7030/1&1@6,5,1.00E-12,1.00E-13,1,1,0.3,0.7,0.29915,0.70085,0.35,-3.18E-08,-4.45E-09,35.0015752,8,0.0015752,1.00E-01
6,50%50%/1&1@6,5,1.00E-12,1.00E-13,1,1,0.5,0.5,0.497575,0.502425,0.35,-3.19E-08,-4.47E-09,35.0015785,8,0.0015785,1.00E-01
2456,73/20&10@5,5,1.00E-12,1.00E-13,20,10,0.3,0.7,0.283525,0.716475,0.35,-4.03E-08,-5.64E-09,35.0021269,4,0.0021269,1.00E-01
781,5050/100&100@3,5,1.00E-13,1.00E-12,100,100,0.5,0.5,0.56495,0.43505,0.35,-3.16E-08,-4.42E-09,35.0015406,8,0.0015406,1.00E+01
1190,7030/50&50@5,5,1.00E-13,1.00E-12,50,50,0.3,0.7,0.233175,0.766825,0.35,-3.17E-08,-4.44E-09,35.0015233,8,0.0015233,1.00E+01
534,8020/20&10@4,5,1.00E-12,1.00E-13,20,10,0.2,0.8,0.2271,0.7729,0.35,-3.17E-08,-4.44E-09,35.0014993,8,0.0014993,1.00E-01
583,8020/50&20@3,5,1.00E-12,1.00E-13,50,20,0.2,0.8,0.203,0.797,0.35,-2.60E-08,-3.64E-09,35.0012136,8,0.0012136,1.00E-01
2788,91same/1&1@3,5,1.00E-13,1.00E-13,1,1,0.1,0.9,0.09945,0.90055,0.35,-4.54E-08,-6.36E-09,35.0019896,4,0.0019896,1.00E+00
3432,91/20&20@2,5,1.00E-12,1.00E-13,20,20,0.1,0.9,0.1018,0.8982,0.35,-2.63E-08,-3.68E-09,35.0013596,6,0.0013596,1.00E-01
2962,5050same/100&20@2,5,1.00E-13,1.00E-13,100,20,0.5,0.5,0.4621,0.5379,0.35,-3.20E-08,-4.48E-09,35.0017124,6,0.0017124,1.00E+00
3214,73mg/50&10@4,5,1.00E-13,1.00E-12,50,10,0.3,0.7,0.368025,0.631975,0.35,-3.20E-08,-4.48E-09,35.0017286,6,0.0017286,1.00E+01
2578,73same/100&100@3,5,1.00E-13,1.00E-13,100,100,0.3,0.7,0.256625,0.743375,0.35,-3.50E-08,-4.90E-09,35.001855,4,0.001855,1.00E+00
316,7030/10&10@6,5,1.00E-12,1.00E-13,10,10,0.3,0.7,0.3059,0.6941,0.35,-3.23E-08,-4.52E-09,35.0015621,8,0.0015621,1.00E-01
2197,5050mg/10&1@1,5,1.00E-13,1.00E-12,10,1,0.5,0.5,0.505125,0.494875,0.35,-4.09E-08,-5.73E-09,35.0022027,4,0.0022027,1.00E+01
2414,73/1&1@3,5,1.00E-12,1.00E-13,1,1,0.3,0.7,0.3018,0.6982,0.35,-4.11E-08,-5.75E-09,35.0022107,4,0.0022107,1.00E-01
1794,70%30%/100&1@7,5,1.00E-13,1.00E-13,100,1,0.3,0.7,0.28,0.72,0.35,-3.15E-08,-4.41E-09,35.0015212,8,0.0015212,1.00E+00
2539,73mg/20&20@4,5,1.00E-13,1.00E-12,20,20,0.3,0.7,0.3534,0.6466,0.35,-4.11E-08,-5.75E-09,35.0021952,4,0.0021952,1.00E+01
271,6040/50&1@10,5,1.00E-12,1.00E-13,50,1,0.4,0.6,0.3803,0.6197,0.35,-3.18E-08,-4.45E-09,35.001554,8,0.001554,1.00E-01
548,8020/20&1@8,5,1.00E-12,1.00E-13,20,1,0.2,0.8,0.190875,0.809125,0.35,-3.16E-08,-4.42E-09,35.0015252,8,0.0015252,1.00E-01
1692,60%40%/20&20@5,5,1.00E-13,1.00E-13,20,20,0.4,0.6,0.41595,0.58405,0.35,-3.25E-08,-4.55E-09,35.0015693,8,0.0015693,1.00E+00
1719,60%40%/50&20@2,5,1.00E-13,1.00E-13,50,20,0.4,0.6,0.3819,0.6181,0.35,-3.38E-08,-4.73E-09,35.0015574,8,0.0015574,1.00E+00
3225,73mg/50&20@5,5,1.00E-13,1.00E-12,50,20,0.3,0.7,0.234875,0.765125,0.35,-3.18E-08,-4.45E-09,35.0017086,6,0.0017086,1.00E+01
3237,73same/10&10@2,5,1.00E-13,1.00E-13,10,10,0.3,0.7,0.2932,0.7068,0.35,-3.61E-08,-5.06E-09,35.0017358,6,0.0017358,1.00E+00
2390,55/20&20@4,5,1.00E-12,1.00E-13,20,20,0.5,0.5,0.501325,0.498675,0.35,-4.08E-08,-5.71E-09,35.0022104,4,0.0022104,1.00E-01
598,8020/50&50@8,5,1.00E-12,1.00E-13,20,20,0.2,0.8,0.164275,0.835725,0.35,-2.99E-08,-4.19E-09,35.0013942,8,0.0013942,1.00E-01
1689,60%40%/20&20@2,5,1.00E-13,1.00E-13,20,20,0.4,0.6,0.3479,0.6521,0.35,-3.20E-08,-4.48E-09,35.0015611,8,0.0015611,1.00E+00
894,5050/50&50@9,5,1.00E-13,1.00E-12,50,50,0.5,0.5,0.447825,0.552175,0.35,-3.16E-08,-4.42E-09,35.0015662,8,0.0015662,1.00E+01
3048,55/20&10@3,5,1.00E-12,1.00E-13,20,10,0.5,0.5,0.523275,0.476725,0.35,-3.21E-08,-4.49E-09,35.0017319,6,0.0017319,1.00E-01
1775,70%30%/100&100@8,5,1.00E-13,1.00E-13,100,100,0.3,0.7,0.358775,0.641225,0.35,-2.62E-08,-3.67E-09,35.0012014,8,0.0012014,1.00E+00
570,8020/50&1@1,5,1.00E-12,1.00E-13,50,1,0.2,0.8,0.20015,0.79985,0.35,-3.13E-08,-4.38E-09,35.0014755,8,0.0014755,1.00E-01
1999,80%20%/50&10@2,5,1.00E-13,1.00E-13,50,10,0.2,0.8,0.225475,0.774525,0.35,-3.13E-08,-4.38E-09,35.0014173,8,0.0014173,1.00E+00
2122,90%10%/20&10@5,5,1.00E-13,1.00E-13,20,10,0.1,0.9,0.0921,0.9079,0.35,-3.38E-08,-4.73E-09,35.0013757,8,0.0013757,1.00E+00
61,50%50%/100&20@10,5,1.00E-12,1.00E-13,100,20,0.5,0.5,0.534875,0.465125,0.35,-3.02E-08,-4.23E-09,35.0014554,8,0.0014554,1.00E-01
1247,8020/100&1@2,5,1.00E-13,1.00E-12,100,1,0.2,0.8,0.176975,0.823025,0.35,-3.17E-08,-4.44E-09,35.0015592,8,0.0015592,1.00E+01
3503,91same/20&1@3,5,1.00E-13,1.00E-13,20,1,0.1,0.9,0.102075,0.897925,0.35,-3.24E-08,-4.54E-09,35.0016583,6,0.0016583,1.00E+00
1259,8020/100&20@4,5,1.00E-13,1.00E-12,100,20,0.2,0.8,0.21005,0.78995,0.35,-3.19E-08,-4.47E-09,35.0015065,8,0.0015065,1.00E+01
809,5050/100&20@2,5,1.00E-13,1.00E-12,100,20,0.5,0.5,0.4621,0.5379,0.35,-3.16E-08,-4.42E-09,35.0015647,8,0.0015647,1.00E+01
2292,5050same/100&20@1,5,1.00E-13,1.00E-13,100,20,0.5,0.5,0.4012,0.5988,0.35,-3.70E-08,-5.18E-09,35.0017584,4,0.0017584,1.00E+00
1049,7030/1&1@4,5,1.00E-13,1.00E-12,1,1,0.3,0.7,0.3007,0.6993,0.35,-3.16E-08,-4.42E-09,35.0015779,8,0.0015779,1.00E+01
2853,91same/50&50@3,5,1.00E-13,1.00E-13,50,50,0.1,0.9,0.1112,0.8888,0.35,-4.12E-08,-5.77E-09,35.0017624,4,0.0017624,1.00E+00
107,50%50%/20&20@7,5,1.00E-12,1.00E-13,20,20,0.5,0.5,0.4765,0.5235,0.35,-3.22E-08,-4.51E-09,35.0015653,8,0.0015653,1.00E-01
2153,90%10%/50&10@6,5,1.00E-13,1.00E-13,50,10,0.1,0.9,0.096,0.904,0.35,-2.63E-08,-3.68E-09,35.0010885,8,0.0010885,1.00E+00
673,9010/100&50@3,5,1.00E-12,1.00E-13,100,50,0.1,0.9,0.0794,0.9206,0.35,-1.10E-08,-1.54E-09,35.0005071,8,0.0005071,1.00E-01
2802,91same/100&100@2,5,1.00E-13,1.00E-13,100,100,0.1,0.9,0.16095,0.83905,0.35,-2.91E-08,-4.07E-09,35.0013125,4,0.0013125,1.00E+00
665,9010/100&20@5,5,1.00E-12,1.00E-13,100,20,0.1,0.9,0.082275,0.917725,0.35,-1.13E-08,-1.58E-09,35.0005238,8,0.0005238,1.00E-01
509,8020/100&1@9,5,1.00E-12,1.00E-13,100,1,0.2,0.8,0.172325,0.827675,0.35,-2.76E-08,-3.86E-09,35.001317,8,0.001317,1.00E-01
2179,90%10%/50&50@2,5,1.00E-13,1.00E-13,50,50,0.1,0.9,0.1237,0.8763,0.35,-2.15E-08,-3.01E-09,35.0010092,8,0.0010092,1.00E+00
1640,60%40%/100&1@3,5,1.00E-13,1.00E-13,100,1,0.4,0.6,0.382,0.618,0.35,-3.29E-08,-4.61E-09,35.0015527,8,0.0015527,1.00E+00
2492,73mg/10&10@2,5,1.00E-13,1.00E-12,10,10,0.3,0.7,0.2932,0.7068,0.35,-4.09E-08,-5.73E-09,35.0022057,4,0.0022057,1.00E+01
3087,73/10&10@2,5,1.00E-12,1.00E-13,10,10,0.3,0.7,0.2932,0.7068,0.35,-3.24E-08,-4.53E-09,35.0017263,6,0.0017263,1.00E-01
1532,50%50%/20&1@5,5,1.00E-13,1.00E-13,20,1,0.5,0.5,0.488225,0.511775,0.35,-3.39E-08,-4.75E-09,35.001573,8,0.001573,1.00E+00
866,5050/50&1@10,5,1.00E-13,1.00E-12,50,1,0.5,0.5,0.491475,0.508525,0.35,-3.17E-08,-4.44E-09,35.0015765,8,0.0015765,1.00E+01
1855,70%30%/50&10@8,5,1.00E-13,1.00E-13,50,10,0.3,0.7,0.19985,0.80015,0.35,-3.16E-08,-4.42E-09,35.0014523,8,0.0014523,1.00E+00
1736,60%40%/50&50@9,5,1.00E-13,1.00E-13,50,50,0.4,0.6,0.368025,0.631975,0.35,-3.23E-08,-4.52E-09,35.0015422,8,0.0015422,1.00E+00
3520,91same/50&20@5,5,1.00E-13,1.00E-13,50,20,0.1,0.9,0.103025,0.896975,0.35,-2.04E-08,-2.85E-09,35.0009915,6,0.0009915,1.00E+00
1060,7030/10&10@5,5,1.00E-13,1.00E-12,10,10,0.3,0.7,0.282125,0.717875,0.35,-3.16E-08,-4.42E-09,35.001573,8,0.001573,1.00E+01
3303,73same/50&50@3,5,1.00E-13,1.00E-13,50,50,0.3,0.7,0.21955,0.78045,0.35,-2.98E-08,-4.17E-09,35.0015437,6,0.0015437,1.00E+00
2105,90%10%/100&20@8,5,1.00E-13,1.00E-13,100,20,0.1,0.9,0.06385,0.93615,0.35,-1.14E-08,-1.60E-09,35.0004978,8,0.0004978,1.00E+00
3194,73mg/100&50@4,5,1.00E-13,1.00E-12,100,50,0.3,0.7,0.35925,0.64075,0.35,-3.18E-08,-4.45E-09,35.0016995,6,0.0016995,1.00E+01
1973,80%20%/20&10@6,5,1.00E-13,1.00E-13,20,10,0.2,0.8,0.18935,0.81065,0.35,-3.19E-08,-4.47E-09,35.0015104,8,0.0015104,1.00E+00
589,8020/50&20@9,5,1.00E-12,1.00E-13,50,20,0.2,0.8,0.196,0.804,0.35,-2.63E-08,-3.68E-09,35.0012314,8,0.0012314,1.00E-01
2803,91same/100&100@3,5,1.00E-13,1.00E-13,100,100,0.1,0.9,0.05185,0.94815,0.35,-2.59E-08,-3.63E-09,35.0010181,4,0.0010181,1.00E+00
3050,55/20&10@5,5,1.00E-12,1.00E-13,20,10,0.5,0.5,0.4843,0.5157,0.35,-3.18E-08,-4.45E-09,35.0017329,6,0.0017329,1.00E-01
86,50%50%/20&10@6,5,1.00E-12,1.00E-13,20,10,0.5,0.5,0.511775,0.488225,0.35,-3.20E-08,-4.48E-09,35.001568,8,0.001568,1.00E-01
