,Filename,Flowrate,SaPerm,MgPerm,MajorAnisotropy,MinAnisotropy,MagnesitePercentageInitial,SandPercentageInitial,MagnesitePercentageInitial.1,SandPercentageInitial.1,Porosity,OveralRate(mol/L/s),OveralRate(mol/s),AveragePorosity,pH,poriosity_change,kratio
1308,8020/50&10@3,5,1.00E-13,1.00E-12,50,10,0.2,0.8,0.210475,0.789525,0.35,-3.18E-08,-4.45E-09,35.001553,8,0.001553,1.00E+01
2859,5050mg/1&1@4,5,1.00E-13,1.00E-12,1,1,0.5,0.5,0.49935,0.50065,0.35,-3.19E-08,-4.47E-09,35.0017483,6,0.0017483,1.00E+01
1396,9010/20&20@5,5,1.00E-13,1.00E-12,20,20,0.1,0.9,0.086625,0.913375,0.35,-3.16E-08,-4.42E-09,35.0015163,8,0.0015163,1.00E+01
2199,5050mg/10&1@3,5,1.00E-13,1.00E-12,10,1,0.5,0.5,0.5051,0.4949,0.35,-4.10E-08,-5.74E-09,35.0022029,4,0.0022029,1.00E+01
1344,8020/50&50@9,5,1.00E-13,1.00E-12,50,50,0.2,0.8,0.20005,0.79995,0.35,-3.07E-08,-4.30E-09,35.0014629,8,0.0014629,1.00E+01
452,8020/1&1@2,5,1.00E-12,1.00E-13,1,1,0.2,0.8,0.196225,0.803775,0.35,-3.36E-08,-4.70E-09,35.00157,8,0.00157,1.00E-01
3268,73same/100&50@3,5,1.00E-13,1.00E-13,100,50,0.3,0.7,0.231575,0.768425,0.35,-2.80E-08,-3.92E-09,35.0014383,6,0.0014383,1.00E+00
3310,90%10% mg/1&1@5,5,1.00E-13,1.00E-12,1,1,0.1,0.9,0.099475,0.900525,0.35,-3.19E-08,-4.47E-09,35.0017398,6,0.0017398,1.00E+01
192,6040/100&10@2,5,1.00E-12,1.00E-13,100,10,0.4,0.6,0.40215,0.59785,0.35,-3.10E-08,-4.34E-09,35.0014932,8,0.0014932,1.00E-01
1038,6040/50&50@3,5,1.00E-13,1.00E-12,50,50,0.4,0.6,0.47485,0.52515,0.35,-3.17E-08,-4.44E-09,35.0015673,8,0.0015673,1.00E+01
2253,5050mg/50&20@2,5,1.00E-13,1.00E-12,50,20,0.5,0.5,0.439325,0.560675,0.35,-4.09E-08,-5.73E-09,35.0021891,4,0.0021891,1.00E+01
2930,5050mg/50&50@5,5,1.00E-13,1.00E-12,50,50,0.5,0.5,0.546725,0.453275,0.35,-3.17E-08,-4.44E-09,35.0017228,6,0.0017228,1.00E+01
2348,55/10&1@2,5,1.00E-12,1.00E-13,10,1,0.5,0.5,0.5032,0.4968,0.35,-4.15E-08,-5.81E-09,35.0022188,4,0.0022188,1.00E-01
2443,73/100&20@2,5,1.00E-12,1.00E-13,100,20,0.3,0.7,0.2958,0.7042,0.35,-3.32E-08,-4.65E-09,35.0017242,4,0.0017242,1.00E-01
626,9010/10&1@6,5,1.00E-12,1.00E-13,10,1,0.1,0.9,0.10305,0.89695,0.35,-3.06E-08,-4.28E-09,35.0014293,8,0.0014293,1.00E-01
2867,5050mg/10&1@2,5,1.00E-13,1.00E-12,10,1,0.5,0.5,0.5032,0.4968,0.35,-3.19E-08,-4.46E-09,35.0017479,6,0.0017479,1.00E+01
2149,90%10%/50&10@2,5,1.00E-13,1.00E-13,50,10,0.1,0.9,0.106075,0.893925,0.35,-2.08E-08,-2.91E-09,35.0009362,8,0.0009362,1.00E+00
974,6040/100&50@9,5,1.00E-13,1.00E-12,100,50,0.4,0.6,0.307925,0.692075,0.35,-3.16E-08,-4.42E-09,35.0015432,8,0.0015432,1.00E+01
1539,50%50%/20&20@2,5,1.00E-13,1.00E-13,20,20,0.5,0.5,0.471,0.529,0.35,-3.36E-08,-4.70E-09,35.0015661,8,0.0015661,1.00E+00
2321,5050same/50&10@5,5,1.00E-13,1.00E-13,50,10,0.5,0.5,0.4984,0.5016,0.35,-4.12E-08,-5.77E-09,35.0020035,4,0.0020035,1.00E+00
150,6040/1&1@1,5,1.00E-12,1.00E-13,1,1,0.4,0.6,0.398475,0.601525,0.35,-3.20E-08,-4.48E-09,35.001577,8,0.001577,1.00E-01
2760,91/20&1@5,5,1.00E-12,1.00E-13,20,1,0.1,0.9,0.0963,0.9037,0.35,-3.78E-08,-5.29E-09,35.0017328,4,0.0017328,1.00E-01
1337,8020/50&50@2,5,1.00E-13,1.00E-12,50,50,0.2,0.8,0.2255,0.7745,0.35,-3.20E-08,-4.48E-09,35.0015194,8,0.0015194,1.00E+01
3387,91/10&10@2,5,1.00E-12,1.00E-13,10,10,0.1,0.9,0.103275,0.896725,0.35,-2.82E-08,-3.95E-09,35.0014669,6,0.0014669,1.00E-01
1512,50%50%/100&50@5,5,1.00E-13,1.00E-13,100,50,0.5,0.5,0.472325,0.527675,0.35,-3.23E-08,-4.52E-09,35.0015463,8,0.0015463,1.00E+00
1695,60%40%/20&20@8,5,1.00E-13,1.00E-13,20,20,0.4,0.6,0.3803,0.6197,0.35,-3.39E-08,-4.75E-09,35.0015628,8,0.0015628,1.00E+00
1929,80%20%/100&10@2,5,1.00E-13,1.00E-13,100,10,0.2,0.8,0.2384,0.7616,0.35,-3.16E-08,-4.42E-09,35.00138,8,0.00138,1.00E+00
484,8020/100&100@4,5,1.00E-12,1.00E-13,100,100,0.2,0.8,0.013975,0.986025,0.35,-2.36E-09,-3.30E-10,35.0001091,8,0.0001091,1.00E-01
2732,91/100&10@2,5,1.00E-12,1.00E-13,100,10,0.1,0.9,0.1227,0.8773,0.35,-1.53E-08,-2.14E-09,35.0007189,4,0.0007189,1.00E-01
1113,7030/100&20@8,5,1.00E-13,1.00E-12,100,20,0.3,0.7,0.1879,0.8121,0.35,-3.21E-08,-4.49E-09,35.0015241,8,0.0015241,1.00E+01
1363,9010/100&1@7,5,1.00E-13,1.00E-12,100,1,0.1,0.9,0.097575,0.902425,0.35,-3.14E-08,-4.40E-09,35.001513,8,0.001513,1.00E+01
649,9010/100&10@9,5,1.00E-12,1.00E-13,100,10,0.1,0.9,0.06905,0.93095,0.35,-8.73E-09,-1.22E-09,35.0004091,8,0.0004091,1.00E-01
2296,5050same/100&20@5,5,1.00E-13,1.00E-13,100,20,0.5,0.5,0.55475,0.44525,0.35,-4.03E-08,-5.64E-09,35.0019791,4,0.0019791,1.00E+00
3037,55/100&20@2,5,1.00E-12,1.00E-13,100,20,0.5,0.5,0.4621,0.5379,0.35,-3.12E-08,-4.36E-09,35.0016453,6,0.0016453,1.00E-01
1622,60%40%/100&100@5,5,1.00E-13,1.00E-13,100,100,0.4,0.6,0.36765,0.63235,0.35,-3.67E-08,-5.14E-09,35.0015083,8,0.0015083,1.00E+00
2690,90%10% mg/20&20@5,5,1.00E-13,1.00E-12,20,20,0.1,0.9,0.086625,0.913375,0.35,-4.09E-08,-5.73E-09,35.0019266,4,0.0019266,1.00E+01
1561,50%50%/50&1@4,5,1.00E-13,1.00E-13,50,1,0.5,0.5,0.521475,0.478525,0.35,-3.30E-08,-4.62E-09,35.0015695,8,0.0015695,1.00E+00
1332,8020/50&20@7,5,1.00E-13,1.00E-12,50,20,0.2,0.8,0.1939,0.8061,0.35,-3.25E-08,-4.55E-09,35.0015402,8,0.0015402,1.00E+01
3003,5050same/50&50@3,5,1.00E-13,1.00E-13,50,50,0.5,0.5,0.53355,0.46645,0.35,-3.36E-08,-4.70E-09,35.0017371,6,0.0017371,1.00E+00
1720,60%40%/50&20@3,5,1.00E-13,1.00E-13,50,20,0.4,0.6,0.434025,0.565975,0.35,-3.38E-08,-4.73E-09,35.0015408,8,0.0015408,1.00E+00
945,6040/100&1@1,5,1.00E-13,1.00E-12,100,1,0.4,0.6,0.414875,0.585125,0.35,-3.16E-08,-4.42E-09,35.0015727,8,0.0015727,1.00E+01
3171,73mg/100&100@1,5,1.00E-13,1.00E-12,100,100,0.3,0.7,0.4105,0.5895,0.35,-3.17E-08,-4.44E-09,35.0017071,6,0.0017071,1.00E+01
72,50%50%/100&50@2,5,1.00E-12,1.00E-13,100,50,0.5,0.5,0.4554,0.5446,0.35,-3.16E-08,-4.42E-09,35.0015242,8,0.0015242,1.00E-01
1416,9010/50&1@6,5,1.00E-13,1.00E-12,50,1,0.1,0.9,0.095525,0.904475,0.35,-3.17E-08,-4.44E-09,35.0015466,8,0.0015466,1.00E+01
2451,73/100&50@5,5,1.00E-12,1.00E-13,100,50,0.3,0.7,0.279375,0.720625,0.35,-2.23E-08,-3.12E-09,35.0011834,4,0.0011834,1.00E-01
1864,70%30%/50&1@7,5,1.00E-13,1.00E-13,50,1,0.3,0.7,0.278825,0.721175,0.35,-3.24E-08,-4.54E-09,35.0015517,8,0.0015517,1.00E+00
2043,90%10%/1&1@6,5,1.00E-13,1.00E-13,1,1,0.1,0.9,0.09945,0.90055,0.35,-3.28E-08,-4.59E-09,35.0015663,8,0.0015663,1.00E+00
762,5050/10&10@2,5,1.00E-13,1.00E-12,10,10,0.5,0.5,0.50195,0.49805,0.35,-3.17E-08,-4.44E-09,35.0015763,8,0.0015763,1.00E+01
89,50%50%/20&10@9,5,1.00E-12,1.00E-13,20,10,0.5,0.5,0.487175,0.512825,0.35,-3.18E-08,-4.45E-09,35.0015606,8,0.0015606,1.00E-01
1292,8020/20&1@7,5,1.00E-13,1.00E-12,20,1,0.2,0.8,0.19545,0.80455,0.35,-3.16E-08,-4.42E-09,35.0015724,8,0.0015724,1.00E+01
1203,8020/1&1@8,5,1.00E-13,1.00E-12,1,1,0.2,0.8,0.2003,0.7997,0.35,-3.26E-08,-4.56E-09,35.0015762,8,0.0015762,1.00E+01
17,50%50%/10&10@7,5,1.00E-12,1.00E-13,10,10,0.5,0.5,0.48445,0.51555,0.35,-3.17E-08,-4.44E-09,35.0015715,8,0.0015715,1.00E-01
3265,73same/100&20@5,5,1.00E-13,1.00E-13,100,20,0.3,0.7,0.3045,0.6955,0.35,-3.19E-08,-4.47E-09,35.0015549,6,0.0015549,1.00E+00
804,5050/100&1@7,5,1.00E-13,1.00E-12,100,1,0.5,0.5,0.47865,0.52135,0.35,-3.18E-08,-4.45E-09,35.0015765,8,0.0015765,1.00E+01
2244,5050mg/50&10@3,5,1.00E-13,1.00E-12,50,10,0.5,0.5,0.4526,0.5474,0.35,-4.09E-08,-5.73E-09,35.0021927,4,0.0021927,1.00E+01
3304,73same/50&50@4,5,1.00E-13,1.00E-13,50,50,0.3,0.7,0.417025,0.582975,0.35,-3.18E-08,-4.46E-09,35.0017098,6,0.0017098,1.00E+00
2478,73/50&20@3,5,1.00E-12,1.00E-13,50,20,0.3,0.7,0.240525,0.759475,0.35,-3.15E-08,-4.41E-09,35.0016245,4,0.0016245,1.00E-01
838,5050/20&1@10,5,1.00E-13,1.00E-12,20,1,0.5,0.5,0.50475,0.49525,0.35,-3.17E-08,-4.44E-09,35.0015777,8,0.0015777,1.00E+01
1057,7030/10&10@2,5,1.00E-13,1.00E-12,10,10,0.3,0.7,0.2932,0.7068,0.35,-3.17E-08,-4.44E-09,35.0015709,8,0.0015709,1.00E+01
864,5050/50&10@8,5,1.00E-13,1.00E-12,50,10,0.5,0.5,0.381825,0.618175,0.35,-3.16E-08,-4.42E-09,35.0015703,8,0.0015703,1.00E+01
1801,70%30%/100&20@4,5,1.00E-13,1.00E-13,100,20,0.3,0.7,0.374575,0.625425,0.35,-3.36E-08,-4.70E-09,35.0014578,8,0.0014578,1.00E+00
3375,90%10% mg/50&20@5,5,1.00E-13,1.00E-12,50,20,0.1,0.9,0.103025,0.896975,0.35,-2.86E-08,-4.00E-09,35.0014818,6,0.0014818,1.00E+01
298,6040/50&50@8,5,1.00E-12,1.00E-13,50,50,0.4,0.6,0.38585,0.61415,0.35,-3.01E-08,-4.21E-09,35.0014565,8,0.0014565,1.00E-01
2861,5050mg/10&10@1,5,1.00E-13,1.00E-12,10,10,0.5,0.5,0.5086,0.4914,0.35,-3.19E-08,-4.46E-09,35.0017445,6,0.0017445,1.00E+01
2168,90%10%/50&20@10,5,1.00E-13,1.00E-13,50,20,0.1,0.9,0.103,0.897,0.35,-2.56E-08,-3.58E-09,35.0010976,8,0.0010976,1.00E+00
2216,5050mg/100&1@5,5,1.00E-13,1.00E-12,100,1,0.5,0.5,0.4544,0.5456,0.35,-4.10E-08,-5.74E-09,35.002198,4,0.002198,1.00E+01
1061,7030/10&10@6,5,1.00E-13,1.00E-12,10,10,0.3,0.7,0.3059,0.6941,0.35,-3.16E-08,-4.42E-09,35.0015729,8,0.0015729,1.00E+01
1029,6040/50&20@4,5,1.00E-13,1.00E-12,50,20,0.4,0.6,0.34315,0.65685,0.35,-3.15E-08,-4.41E-09,35.0015562,8,0.0015562,1.00E+01
2595,73same/100&20@5,5,1.00E-13,1.00E-13,100,20,0.3,0.7,0.3045,0.6955,0.35,-3.93E-08,-5.50E-09,35.0019854,4,0.0019854,1.00E+00
1127,7030/20&10@2,5,1.00E-13,1.00E-12,20,10,0.3,0.7,0.2898,0.7102,0.35,-3.17E-08,-4.44E-09,35.0015652,8,0.0015652,1.00E+01
398,7030/20&1@8,5,1.00E-12,1.00E-13,20,1,0.3,0.7,0.289925,0.710075,0.35,-3.17E-08,-4.44E-09,35.0015553,8,0.0015553,1.00E-01
2554,73mg/50&20@4,5,1.00E-13,1.00E-12,50,20,0.3,0.7,0.368625,0.631375,0.35,-4.09E-08,-5.73E-09,35.0021798,4,0.0021798,1.00E+01
2431,73/100&100@5,5,1.00E-12,1.00E-13,100,100,0.3,0.7,0.232475,0.767525,0.35,-2.03E-08,-2.84E-09,35.0010489,4,0.0010489,1.00E-01
2057,90%10%/10&1@1,5,1.00E-13,1.00E-13,10,1,0.1,0.9,0.100225,0.899775,0.35,-3.25E-08,-4.55E-09,35.0015209,8,0.0015209,1.00E+00
1953,80%20%/100&20@6,5,1.00E-13,1.00E-13,100,20,0.2,0.8,0.1832,0.8168,0.35,-2.64E-08,-3.70E-09,35.0011302,8,0.0011302,1.00E+00
1615,60%40%/10&1@8,5,1.00E-13,1.00E-13,10,1,0.4,0.6,0.38685,0.61315,0.35,-3.45E-08,-4.83E-09,35.0015735,8,0.0015735,1.00E+00
395,7030/20&1@5,5,1.00E-12,1.00E-13,20,1,0.3,0.7,0.285575,0.714425,0.35,-3.19E-08,-4.47E-09,35.0015529,8,0.0015529,1.00E-01
94,50%50%/20&1@4,5,1.00E-12,1.00E-13,20,1,0.5,0.5,0.52395,0.47605,0.35,-3.15E-08,-4.41E-09,35.0015709,8,0.0015709,1.00E-01
1715,60%40%/50&1@8,5,1.00E-13,1.00E-13,50,1,0.4,0.6,0.370025,0.629975,0.35,-3.33E-08,-4.66E-09,35.0015634,8,0.0015634,1.00E+00
2332,5050same/50&50@1,5,1.00E-13,1.00E-13,50,50,0.5,0.5,0.5021,0.4979,0.35,-4.17E-08,-5.84E-09,35.00201,4,0.00201,1.00E+00
3173,73mg/100&100@3,5,1.00E-13,1.00E-12,100,100,0.3,0.7,0.256625,0.743375,0.35,-3.10E-08,-4.34E-09,35.0016569,6,0.0016569,1.00E+01
1183,7030/50&20@8,5,1.00E-13,1.00E-12,50,20,0.3,0.7,0.192775,0.807225,0.35,-3.19E-08,-4.47E-09,35.0015303,8,0.0015303,1.00E+01
3168,73mg/10&1@3,5,1.00E-13,1.00E-12,10,1,0.3,0.7,0.306525,0.693475,0.35,-3.21E-08,-4.49E-09,35.0017449,6,0.0017449,1.00E+01
1653,60%40%/100&20@6,5,1.00E-13,1.00E-13,100,20,0.4,0.6,0.38765,0.61235,0.35,-3.27E-08,-4.58E-09,35.0014982,8,0.0014982,1.00E+00
3095,73/10&1@5,5,1.00E-12,1.00E-13,10,1,0.3,0.7,0.291875,0.708125,0.35,-4.10E-08,-5.74E-09,35.002197,6,0.002197,1.00E-01
3281,73same/20&20@1,5,1.00E-13,1.00E-13,20,20,0.3,0.7,0.343075,0.656925,0.35,-3.20E-08,-4.48E-09,35.0017185,6,0.0017185,1.00E+00
2908,5050mg/20&20@3,5,1.00E-13,1.00E-12,20,20,0.5,0.5,0.5213,0.4787,0.35,-3.18E-08,-4.45E-09,35.0017434,6,0.0017434,1.00E+01
2395,55/50&10@4,5,1.00E-12,1.00E-13,50,10,0.5,0.5,0.49745,0.50255,0.35,-4.10E-08,-5.74E-09,35.0021769,4,0.0021769,1.00E-01
1697,60%40%/50&10@1,5,1.00E-13,1.00E-13,50,10,0.4,0.6,0.458825,0.541175,0.35,-3.39E-08,-4.75E-09,35.0015467,8,0.0015467,1.00E+00
2437,73/100&1@1,5,1.00E-12,1.00E-13,100,1,0.3,0.7,0.3013,0.6987,0.35,-4.01E-08,-5.61E-09,35.0021275,4,0.0021275,1.00E-01
661,9010/100&20@10,5,1.00E-12,1.00E-13,100,20,0.1,0.9,0.10565,0.89435,0.35,-9.97E-09,-1.40E-09,35.0004707,8,0.0004707,1.00E-01
1671,60%40%/20&10@4,5,1.00E-13,1.00E-13,20,10,0.4,0.6,0.45885,0.54115,0.35,-3.29E-08,-4.61E-09,35.0015687,8,0.0015687,1.00E+00
1438,50%50%/1&1@10,5,1.00E-13,1.00E-13,1,1,0.5,0.5,0.499625,0.500375,0.35,-3.45E-08,-4.83E-09,35.0015787,8,0.0015787,1.00E+00
3272,73same/20&10@2,5,1.00E-13,1.00E-13,20,10,0.3,0.7,0.2898,0.7102,0.35,-3.62E-08,-5.07E-09,35.0017229,6,0.0017229,1.00E+00
317,7030/10&10@7,5,1.00E-12,1.00E-13,10,10,0.3,0.7,0.291275,0.708725,0.35,-3.19E-08,-4.47E-09,35.001562,8,0.001562,1.00E-01
2170,90%10%/50&20@3,5,1.00E-13,1.00E-13,50,20,0.1,0.9,0.112725,0.887275,0.35,-3.17E-08,-4.44E-09,35.0013627,8,0.0013627,1.00E+00
2091,90%10%/100&1@4,5,1.00E-13,1.00E-13,100,1,0.1,0.9,0.0945,0.9055,0.35,-2.69E-08,-3.77E-09,35.0012631,8,0.0012631,1.00E+00
947,6040/100&1@2,5,1.00E-13,1.00E-12,100,1,0.4,0.6,0.401875,0.598125,0.35,-3.17E-08,-4.44E-09,35.001574,8,0.001574,1.00E+01
2586,73same/100&1@1,5,1.00E-13,1.00E-13,100,1,0.3,0.7,0.3013,0.6987,0.35,-4.00E-08,-5.60E-09,35.0021705,4,0.0021705,1.00E+00
770,5050/10&1@1,5,1.00E-13,1.00E-12,10,1,0.5,0.5,0.505125,0.494875,0.35,-3.17E-08,-4.44E-09,35.0015784,8,0.0015784,1.00E+01
1714,60%40%/50&1@7,5,1.00E-13,1.00E-13,50,1,0.4,0.6,0.385175,0.614825,0.35,-3.34E-08,-4.68E-09,35.001564,8,0.001564,1.00E+00
2188,5050mg/1&1@2,5,1.00E-13,1.00E-12,1,1,0.5,0.5,0.497625,0.502375,0.35,-4.11E-08,-5.75E-09,35.0022039,4,0.0022039,1.00E+01
544,8020/20&1@4,5,1.00E-12,1.00E-13,20,1,0.2,0.8,0.20615,0.79385,0.35,-3.14E-08,-4.40E-09,35.001525,8,0.001525,1.00E-01
1210,8020/10&10@5,5,1.00E-13,1.00E-12,10,10,0.2,0.8,0.181025,0.818975,0.35,-3.16E-08,-4.42E-09,35.0015602,8,0.0015602,1.00E+01
2360,55/100&10@4,5,1.00E-12,1.00E-13,100,10,0.5,0.5,0.486925,0.513075,0.35,-3.81E-08,-5.33E-09,35.0020129,4,0.0020129,1.00E-01
1691,60%40%/20&20@4,5,1.00E-13,1.00E-13,20,20,0.4,0.6,0.457425,0.542575,0.35,-3.22E-08,-4.51E-09,35.0015667,8,0.0015667,1.00E+00
635,9010/100&100@5,5,1.00E-12,1.00E-13,100,100,0.1,0.9,0.194525,0.805475,0.35,-1.26E-08,-1.76E-09,35.0006089,8,0.0006089,1.00E-01
1785,70%30%/100&10@8,5,1.00E-13,1.00E-13,100,10,0.3,0.7,0.200275,0.799725,0.35,-2.93E-08,-4.10E-09,35.0013828,8,0.0013828,1.00E+00
2517,73mg/100&20@2,5,1.00E-13,1.00E-12,100,20,0.3,0.7,0.2958,0.7042,0.35,-4.11E-08,-5.75E-09,35.0021797,4,0.0021797,1.00E+01
108,50%50%/20&20@8,5,1.00E-12,1.00E-13,20,20,0.5,0.5,0.47445,0.52555,0.35,-3.18E-08,-4.45E-09,35.0015622,8,0.0015622,1.00E-01
2288,5050same/100&1@2,5,1.00E-13,1.00E-13,100,1,0.5,0.5,0.50875,0.49125,0.35,-4.21E-08,-5.89E-09,35.0020056,4,0.0020056,1.00E+00
1596,60%40%/1&1@9,5,1.00E-13,1.00E-13,1,1,0.4,0.6,0.4024,0.5976,0.35,-3.91E-08,-5.47E-09,35.001578,8,0.001578,1.00E+00
1901,80%20%/10&10@4,5,1.00E-13,1.00E-13,10,10,0.2,0.8,0.218875,0.781125,0.35,-3.35E-08,-4.69E-09,35.0015564,8,0.0015564,1.00E+00
1965,80%20%/100&50@8,5,1.00E-13,1.00E-13,100,50,0.2,0.8,0.115,0.885,0.35,-2.01E-08,-2.81E-09,35.0009368,8,0.0009368,1.00E+00
2880,5050mg/100&10@5,5,1.00E-13,1.00E-12,100,10,0.5,0.5,0.489275,0.510725,0.35,-3.18E-08,-4.45E-09,35.0017388,6,0.0017388,1.00E+01
1696,60%40%/20&20@9,5,1.00E-13,1.00E-13,20,20,0.4,0.6,0.398525,0.601475,0.35,-3.44E-08,-4.82E-09,35.001566,8,0.001566,1.00E+00
3044,55/100&50@4,5,1.00E-12,1.00E-13,100,50,0.5,0.5,0.4463,0.5537,0.35,-2.94E-08,-4.12E-09,35.0015403,6,0.0015403,1.00E-01
139,50%50%/50&20@9,5,1.00E-12,1.00E-13,50,20,0.5,0.5,0.512725,0.487275,0.35,-3.14E-08,-4.40E-09,35.0015418,8,0.0015418,1.00E-01
712,9010/50&10@2,5,1.00E-12,1.00E-13,50,10,0.1,0.9,0.106075,0.893925,0.35,-1.29E-08,-1.81E-09,35.0006073,8,0.0006073,1.00E-01
1957,80%20%/100&50@1,5,1.00E-13,1.00E-13,100,50,0.2,0.8,0.216725,0.783275,0.35,-3.45E-08,-4.83E-09,35.00145,8,0.00145,1.00E+00
287,6040/50&20@7,5,1.00E-12,1.00E-13,50,20,0.4,0.6,0.379475,0.620525,0.35,-3.02E-08,-4.23E-09,35.0014594,8,0.0014594,1.00E-01
1544,50%50%/20&20@7,5,1.00E-13,1.00E-13,20,20,0.5,0.5,0.4765,0.5235,0.35,-3.35E-08,-4.69E-09,35.0015706,8,0.0015706,1.00E+00
823,5050/100&50@6,5,1.00E-13,1.00E-12,100,50,0.5,0.5,0.510625,0.489375,0.35,-3.15E-08,-4.41E-09,35.0015551,8,0.0015551,1.00E+01
1781,70%30%/100&10@4,5,1.00E-13,1.00E-13,100,10,0.3,0.7,0.337875,0.662125,0.35,-3.20E-08,-4.48E-09,35.0014743,8,0.0014743,1.00E+00
1343,8020/50&50@8,5,1.00E-13,1.00E-12,50,50,0.2,0.8,0.164275,0.835725,0.35,-3.20E-08,-4.48E-09,35.0015495,8,0.0015495,1.00E+01
3318,90%10% mg/10&1@3,5,1.00E-13,1.00E-12,10,1,0.1,0.9,0.110575,0.889425,0.35,-3.18E-08,-4.45E-09,35.0017338,6,0.0017338,1.00E+01
1634,60%40%/100&10@7,5,1.00E-13,1.00E-13,100,10,0.4,0.6,0.3999,0.6001,0.35,-3.22E-08,-4.51E-09,35.0015311,8,0.0015311,1.00E+00
2391,55/20&20@5,5,1.00E-12,1.00E-13,20,20,0.5,0.5,0.503075,0.496925,0.35,-4.09E-08,-5.73E-09,35.0022106,4,0.0022106,1.00E-01
3093,73/10&1@3,5,1.00E-12,1.00E-13,10,1,0.3,0.7,0.306525,0.693475,0.35,-3.19E-08,-4.47E-09,35.001732,6,0.001732,1.00E-01
3085,73/1&1@5,5,1.00E-12,1.00E-13,1,1,0.3,0.7,0.298725,0.701275,0.35,-3.25E-08,-4.55E-09,35.0017437,6,0.0017437,1.00E-01
1267,8020/100&50@2,5,1.00E-13,1.00E-12,100,50,0.2,0.8,0.1585,0.8415,0.35,-3.11E-08,-4.35E-09,35.0014712,8,0.0014712,1.00E+01
1780,70%30%/100&10@3,5,1.00E-13,1.00E-13,100,10,0.3,0.7,0.282875,0.717125,0.35,-3.06E-08,-4.28E-09,35.0014346,8,0.0014346,1.00E+00
1876,70%30%/50&20@9,5,1.00E-13,1.00E-13,50,20,0.3,0.7,0.2816,0.7184,0.35,-3.45E-08,-4.83E-09,35.0014992,8,0.0014992,1.00E+00
525,8020/100&50@5,5,1.00E-12,1.00E-13,100,50,0.2,0.8,0.204575,0.795425,0.35,-1.45E-08,-2.03E-09,35.0006975,8,0.0006975,1.00E-01
2212,5050mg/100&1@1,5,1.00E-13,1.00E-12,100,1,0.5,0.5,0.524475,0.475525,0.35,-4.09E-08,-5.73E-09,35.0021989,4,0.0021989,1.00E+01
506,8020/100&1@6,5,1.00E-12,1.00E-13,100,1,0.2,0.8,0.1922,0.8078,0.35,-2.90E-08,-4.06E-09,35.0013799,8,0.0013799,1.00E-01
1377,9010/20&10@10,5,1.00E-13,1.00E-12,20,10,0.1,0.9,0.10115,0.89885,0.35,-3.16E-08,-4.42E-09,35.0015296,8,0.0015296,1.00E+01
396,7030/20&1@6,5,1.00E-12,1.00E-13,20,1,0.3,0.7,0.3038,0.6962,0.35,-3.19E-08,-4.47E-09,35.001556,8,0.001556,1.00E-01
1845,70%30%/20&20@8,5,1.00E-13,1.00E-13,20,20,0.3,0.7,0.2296,0.7704,0.35,-3.38E-08,-4.73E-09,35.0015456,8,0.0015456,1.00E+00
891,5050/50&50@6,5,1.00E-13,1.00E-12,50,50,0.5,0.5,0.4523,0.5477,0.35,-3.16E-08,-4.42E-09,35.0015662,8,0.0015662,1.00E+01
3187,73mg/100&20@2,5,1.00E-13,1.00E-12,100,20,0.3,0.7,0.2958,0.7042,0.35,-3.19E-08,-4.47E-09,35.0017159,6,0.0017159,1.00E+01
1306,8020/50&10@10,5,1.00E-13,1.00E-12,50,10,0.2,0.8,0.20075,0.79925,0.35,-3.17E-08,-4.44E-09,35.0015393,8,0.0015393,1.00E+01
877,5050/50&20@2,5,1.00E-13,1.00E-12,50,20,0.5,0.5,0.439325,0.560675,0.35,-3.16E-08,-4.42E-09,35.0015664,8,0.0015664,1.00E+01
2651,90%10% mg/100&100@1,5,1.00E-13,1.00E-12,100,100,0.1,0.9,0.08935,0.91065,0.35,-3.86E-08,-5.40E-09,35.0017289,4,0.0017289,1.00E+01
13,50%50%/10&10@3,5,1.00E-12,1.00E-13,10,10,0.5,0.5,0.511625,0.488375,0.35,-3.17E-08,-4.44E-09,35.0015734,8,0.0015734,1.00E-01
3452,91/50&50@2,5,1.00E-12,1.00E-13,50,50,0.1,0.9,0.1237,0.8763,0.35,-1.24E-08,-1.74E-09,35.0006546,6,0.0006546,1.00E-01
1428,9010/50&50@10,5,1.00E-13,1.00E-12,50,50,0.1,0.9,0.0992,0.9008,0.35,-2.11E-08,-2.95E-09,35.0009808,8,0.0009808,1.00E+01
2471,73/50&10@5,5,1.00E-12,1.00E-13,50,10,0.3,0.7,0.249725,0.750275,0.35,-3.61E-08,-5.05E-09,35.0018658,4,0.0018658,1.00E-01
2929,5050mg/50&50@4,5,1.00E-13,1.00E-12,50,50,0.5,0.5,0.471125,0.528875,0.35,-3.21E-08,-4.50E-09,35.0017326,6,0.0017326,1.00E+01
376,7030/100&50@6,5,1.00E-12,1.00E-13,100,50,0.3,0.7,0.300425,0.699575,0.35,-1.92E-08,-2.69E-09,35.0009344,8,0.0009344,1.00E-01
3047,55/20&10@2,5,1.00E-12,1.00E-13,20,10,0.5,0.5,0.49895,0.50105,0.35,-3.19E-08,-4.47E-09,35.0017314,6,0.0017314,1.00E-01
